Site	truth	ReDD
chr2-85319351	0.07	0.1
chr2-85319354	0.01	0.043478260869565216
chr2-85319355	0.02	0.0
chr2-85319396	0.03	0.0
chr2-85319404	0.01	0.5833333333333334
chr2-85319448	0.01	0.6
chr2-85546198	0.04	0.8
chr2-85546205	0.03	0.0
chr2-85546253	0.26	0.0
chr2-85546270	0.06	0.2
chr2-85546401	0.04	0.0
chr2-85549454	0.07	0.5555555555555556
chr2-85549467	0.07	0.1111111111111111
chr2-85549498	0.41	0.875
chr2-85549499	0.29	0.625
chr2-85549521	0.09	0.0
chr2-85549525	0.1	0.5
chr2-85549528	0.02	0.0
chr2-85549530	0.05	0.0
chr2-85549531	0.06	0.0
chr2-85549537	0.07	0.0
chr2-85549538	0.04	0.0
chr2-85549554	0.19	0.125
chr2-85549555	0.07	0.0
chr2-85549556	0.07	0.0
chr2-85549557	0.09	0.0
chr2-85549562	0.06	0.0
chr2-85549564	0.12	0.625
chr2-85549565	0.02	0.25
chr2-85549593	0.12	0.0
chr2-85549603	0.08	0.0
chr2-85549633	0.09	0.25
chr2-85549634	0.07	0.375
chr2-85549642	0.05	0.0
chr2-86024679	0.03	0.16666666666666666
chr2-86024892	0.03	0.0
chr2-86024902	0.23	0.16666666666666666
chr2-86024915	0.06	0.0
chr2-86024940	0.14	0.8333333333333334
chr2-86024957	0.07	0.0
chr2-86024974	0.12	0.3333333333333333
chr2-86024988	0.09	0.0
chr2-86024989	0.21	0.16666666666666666
chr2-86025015	0.24	0.3333333333333333
chr2-86025020	0.12	0.0
chr2-86025025	0.25	0.8333333333333334
chr2-86025075	0.04	0.0
chr2-86025092	0.09	0.16666666666666666
chr2-86025136	0.02	0.0
chr2-96272717	0.01	0.28125
chr2-96273409	0.01	0.32142857142857145
chr2-96273500	0.01	0.0
chr2-96273542	0.01	0.8125
chr2-99195810	0.02	0.10526315789473684
chr2-99195820	0.01	0.02564102564102564
chr2-99195826	0.09	0.5641025641025641
chr2-99195832	0.01	0.05263157894736842
chr2-99195867	0.02	0.05263157894736842
chr2-99195872	0.01	0.05128205128205128
chr2-99195873	0.51	0.7435897435897436
chr2-99195918	0.01	0.02564102564102564
chr2-99195935	0.03	0.20512820512820512
chr2-99195939	0.01	0.1282051282051282
chr2-99195943	0.01	0.2
chr2-99195951	0.29	0.20512820512820512
chr2-99195953	0.01	0.075
chr2-99195961	0.02	0.17073170731707318
chr2-99195983	0.03	0.0
chr2-99195984	0.42	0.0
chr2-99195987	0.1	0.025
chr2-99195996	0.03	0.275
chr2-99196001	0.19	0.09523809523809523
chr2-99196002	0.18	0.07142857142857142
chr2-99196026	0.03	0.023809523809523808
chr2-99196031	0.01	0.0
chr2-99196046	0.01	0.023809523809523808
chr2-99196324	0.01	0.41304347826086957
chr2-99196340	0.01	0.0
chr2-99196352	0.47	0.3
chr2-99196354	0.24	0.1
chr2-99196370	0.01	0.38
chr2-99196375	0.04	0.04
chr2-99196387	0.01	0.10204081632653061
chr2-99196394	0.32	0.32
chr2-99196400	0.03	0.1
chr2-99196401	0.14	0.62
chr2-99196405	0.01	0.12244897959183673
chr2-99196425	0.01	0.0
chr2-99196430	0.03	0.58
chr2-99196434	0.74	0.86
chr2-99196488	0.01	0.018867924528301886
chr2-99196515	0.23	0.03636363636363636
chr2-99196525	0.13	0.4727272727272727
chr2-99196540	0.11	0.03636363636363636
chr2-99196552	0.08	0.07272727272727272
chr2-99196557	0.17	0.3090909090909091
chr2-99196565	0.01	0.03636363636363636
chr2-99196567	0.02	0.05454545454545454
chr2-101019957	0.12	0.0
chr2-108686198	0.01	0.0
chr2-108686204	0.02	0.0
chr2-108686208	0.02	0.06666666666666667
chr2-108686701	0.01	0.7777777777777778
chr2-112531049	0.01	0.7037037037037037
chr2-112576664	0.31	0.5
chr2-113707595	0.04	0.0
chr2-113707620	0.02	0.16666666666666666
chr2-113707625	0.02	0.0
chr2-113707632	0.28	0.5
chr2-113707645	0.04	0.6666666666666666
chr2-113707651	0.38	0.0
chr2-113707656	0.06	0.3333333333333333
chr2-113707657	0.15	0.16666666666666666
chr2-113707671	0.09	0.16666666666666666
chr2-113707692	0.08	0.16666666666666666
chr2-113707720	0.18	0.0
chr2-113707727	0.06	0.0
chr2-113707728	0.08	0.0
chr2-113707729	0.04	0.0
chr2-113707730	0.02	0.0
chr2-113707740	0.07	0.4
chr2-113707743	0.06	0.16666666666666666
chr2-113707754	0.06	0.16666666666666666
chr2-113707764	0.03	0.5
chr2-113707768	0.03	0.0
chr2-113707777	0.06	0.16666666666666666
chr2-113707778	0.43	0.5
chr2-113707793	0.19	0.2
chr2-113707798	0.07	0.16666666666666666
chr2-113707833	0.02	1.0
chr2-113707834	0.02	0.5
chr2-113707840	0.04	0.8333333333333334
chr2-120220722	0.02	0.9
chr2-121650544	0.03	0.0
chr2-127843846	0.01	0.05555555555555555
chr2-127843852	0.08	0.2222222222222222
chr2-127843857	0.04	0.0
chr2-127843864	0.03	0.05555555555555555
chr2-127843890	0.69	0.5
chr2-127843896	0.01	0.0
chr2-127843942	0.02	0.0
chr2-127843982	0.1	0.2222222222222222
chr2-127843992	0.02	0.05555555555555555
chr2-127844047	0.01	0.05555555555555555
chr2-127844054	0.02	0.0
chr2-127844060	0.05	0.17647058823529413
chr2-127844716	0.03	0.0
chr2-127844730	0.02	0.2727272727272727
chr2-127844751	0.01	0.0
chr2-127844760	0.01	0.0
chr2-127844791	0.1	0.6363636363636364
chr2-127844792	0.53	0.5454545454545454
chr2-127844821	0.01	0.0
chr2-127844823	0.02	0.0
chr2-127844824	0.03	0.0
chr2-127844848	0.03	0.1
chr2-127844849	0.01	0.0
chr2-127844857	0.11	0.2
chr2-127844867	0.01	0.0
chr2-127844878	0.36	0.4
chr2-127844881	0.16	0.0
chr2-127844886	0.01	0.0
chr2-127844888	0.77	0.0
chr2-127844910	0.01	0.0
chr2-127844918	0.03	0.1
chr2-127844921	0.04	0.0
chr2-127844926	0.15	0.7
chr2-127847426	0.01	0.6190476190476191
chr2-128194222	0.1	0.8
chr2-128194232	0.13	0.2
chr2-128194288	0.14	0.0
chr2-128194330	0.17	0.0
chr2-128194336	0.11	1.0
chr2-128194341	0.11	0.16666666666666666
chr2-128194346	0.15	1.0
chr2-128194367	0.2	0.16666666666666666
chr2-128194369	0.05	0.16666666666666666
chr2-128194380	0.03	0.0
chr2-128194385	0.04	0.0
chr2-128194396	0.08	0.8333333333333334
chr2-128194432	0.12	0.3333333333333333
chr2-128194433	0.14	0.0
chr2-128194441	0.1	0.0
chr2-128194447	0.1	0.3333333333333333
chr2-128194450	0.19	1.0
chr2-128194467	0.17	0.16666666666666666
chr2-128194476	0.04	0.0
chr2-128194510	0.02	0.5
chr2-128195104	0.03	0.3333333333333333
chr2-130374355	0.02	0.0
chr2-131147712	0.01	0.0
chr2-165874157	0.09	0.8181818181818182
chr2-168864424	0.15	0.6
chr2-172597160	0.11	0.42857142857142855
chr2-175924750	0.51	0.125
chr2-177222575	0.01	0.01694915254237288
chr2-189747118	0.1	0.35714285714285715
chr2-189747119	0.02	0.14285714285714285
chr2-189747123	0.02	0.14285714285714285
chr2-189747256	0.02	0.0
chr2-189747298	0.03	0.36363636363636365
chr2-189747325	0.05	0.5454545454545454
chr2-197474521	0.03	0.0
chr2-200885271	0.04	0.2
chr2-201286755	0.03	0.16666666666666666
chr2-202879068	0.03	0.0
chr2-202879116	0.21	0.8
chr2-202879127	0.18	0.0
chr2-202879128	0.04	0.0
chr2-202879169	0.16	1.0
chr2-202879195	0.2	0.0
chr2-202879224	0.03	0.0
chr2-202879230	0.07	0.4
chr2-202879248	0.04	0.2
chr2-202879255	0.03	0.4
chr2-202879258	0.06	0.0
chr2-202879303	0.06	0.6
chr2-202879304	0.07	0.8
chr2-203429503	0.01	0.5882352941176471
chr2-203429504	0.01	0.5294117647058824
chr2-203429672	0.02	0.2222222222222222
chr2-206122202	0.17	0.2
chr2-206122207	0.02	0.0
chr2-206122212	0.27	0.0
chr2-206122217	0.05	0.0
chr2-206122221	0.14	0.0
chr2-206122242	0.03	0.2
chr2-206122248	0.04	0.4
chr2-206122254	0.09	0.6
chr2-206122264	0.09	0.0
chr2-206312532	0.01	0.0
chr2-207754755	0.33	0.2
chr2-207754861	0.16	0.0
chr2-207754945	0.06	0.0
chr2-207754951	0.04	0.0
chr2-207755018	0.19	0.0
chr2-214728410	0.32	0.14285714285714285
chr2-215943585	0.16	0.6
chr2-215943597	0.33	0.07142857142857142
chr2-215943598	0.07	0.0
chr2-215943607	0.11	0.06666666666666667
chr2-215943652	0.83	1.0
chr2-215943674	0.2	1.0
chr2-215943677	0.21	0.5714285714285714
chr2-215943692	0.17	0.07692307692307693
chr2-215943693	0.34	0.07692307692307693
chr2-215943717	0.28	0.0
chr2-215943719	0.62	0.5714285714285714
chr2-215943729	0.36	1.0
chr2-215944108	0.38	0.0
chr2-215944144	0.58	0.4
chr2-215944158	0.12	0.0
chr2-215944183	0.83	0.4
chr2-215944184	0.58	0.4
chr2-215944199	0.12	0.2
chr2-216038696	0.04	0.16666666666666666
chr2-216038699	0.04	0.0
chr2-216038707	0.06	0.16666666666666666
chr2-216038749	0.11	0.8333333333333334
chr2-216038775	0.07	0.0
chr2-216038821	0.06	0.16666666666666666
chr2-216038828	0.04	1.0
chr2-216501741	0.01	0.0
chr2-216501757	0.02	0.19642857142857142
chr2-216501773	0.02	0.03389830508474576
chr2-216501776	0.14	0.11864406779661017
chr2-216501792	0.47	0.32142857142857145
chr2-216501797	0.02	0.05263157894736842
chr2-216501804	0.02	0.15517241379310345
chr2-216501817	0.1	0.14516129032258066
chr2-216501818	0.28	0.3387096774193548
chr2-216501822	0.04	0.03225806451612903
chr2-216501835	0.02	0.19672131147540983
chr2-216501847	0.22	0.78125
chr2-216501863	0.01	0.15384615384615385
chr2-216501867	0.34	0.1875
chr2-216501883	0.03	0.12121212121212122
chr2-216501892	0.05	0.014705882352941176
chr2-216501901	0.07	0.14925373134328357
chr2-216501916	0.01	0.017241379310344827
chr2-216501921	0.07	0.1111111111111111
chr2-216501928	0.02	0.06060606060606061
chr2-216501945	0.05	0.07246376811594203
chr2-216501950	0.03	0.265625
chr2-216501951	0.05	0.15384615384615385
chr2-216501976	0.15	0.10344827586206896
chr2-216501990	0.69	0.7101449275362319
chr2-216501999	0.17	0.0
chr2-216502063	0.05	0.05194805194805195
chr2-216502070	0.05	0.16455696202531644
chr2-216502071	0.11	0.7848101265822784
chr2-216502080	0.14	0.16883116883116883
chr2-216502112	0.04	0.02564102564102564
chr2-216502145	0.16	0.02531645569620253
chr2-216502151	0.03	0.06329113924050633
chr2-216502162	0.05	0.0379746835443038
chr2-216502174	0.34	0.025
chr2-216502175	0.14	0.025
chr2-216502176	0.11	0.024691358024691357
chr2-216502177	0.09	0.012195121951219513
chr2-216502178	0.06	0.0
chr2-216502196	0.29	0.2261904761904762
chr2-216502206	0.25	0.7058823529411765
chr2-216502216	0.1	0.06976744186046512
chr2-216502236	0.06	0.047058823529411764
chr2-216502242	0.11	0.2235294117647059
chr2-216502247	0.05	0.10465116279069768
chr2-216502248	0.05	0.06976744186046512
chr2-219075502	0.06	0.05555555555555555
chr2-219075511	0.12	0.1111111111111111
chr2-219075517	0.07	0.1111111111111111
chr2-219075555	0.09	0.0
chr2-219075574	0.1	0.0
chr2-237765195	0.01	0.10526315789473684
chr2-241694393	0.31	0.5
chr20-3824732	0.03	0.0
chr20-3824746	0.08	0.0
chr20-3824747	0.05	0.5
chr20-3824751	0.13	0.75
chr20-3824811	0.15	0.5
chr20-3824812	0.16	0.625
chr20-3824847	0.03	0.125
chr20-3824864	0.13	0.14285714285714285
chr20-3824873	0.05	0.0
chr20-3873269	0.02	0.14285714285714285
chr20-3873277	0.02	0.125
chr20-3873309	0.22	0.0
chr20-3873320	0.25	0.25
chr20-3873324	0.06	0.125
chr20-3873333	0.1	0.0
chr20-3873335	0.01	0.0
chr20-3873347	0.04	0.125
chr20-3873348	0.12	0.75
chr20-3873350	0.01	0.0
chr20-3873357	0.01	0.0
chr20-3873363	0.05	0.14285714285714285
chr20-3873372	0.13	0.0
chr20-3873373	0.1	0.0
chr20-3873374	0.06	0.0
chr20-3873375	0.1	0.0
chr20-3873376	0.06	0.0
chr20-3873378	0.09	0.25
chr20-3873381	0.04	0.125
chr20-3873382	0.01	0.1111111111111111
chr20-3873383	0.03	0.0
chr20-3873384	0.03	0.1111111111111111
chr20-3873387	0.1	0.7777777777777778
chr20-3873391	0.04	0.2222222222222222
chr20-3873413	0.11	0.1111111111111111
chr20-3873414	0.1	0.2222222222222222
chr20-3873423	0.02	0.3333333333333333
chr20-3873436	0.02	0.0
chr20-3873440	0.02	0.6666666666666666
chr20-3873446	0.02	0.0
chr20-3873448	0.04	0.2222222222222222
chr20-3873454	0.02	0.0
chr20-3873455	0.02	0.0
chr20-3873484	0.05	0.2222222222222222
chr20-3873516	0.05	0.0
chr20-3875159	0.02	0.3076923076923077
chr20-3875197	0.03	0.0
chr20-3875200	0.02	0.08333333333333333
chr20-3875295	0.08	0.8666666666666667
chr20-3875312	0.04	0.26666666666666666
chr20-3875359	0.08	0.13333333333333333
chr20-5994631	0.04	0.0
chr20-5994671	0.01	0.0
chr20-5994715	0.02	0.2
chr20-5994717	0.05	0.2
chr20-5994786	0.09	0.6
chr20-5994788	0.14	0.0
chr20-5994798	0.03	0.4
chr20-5994805	0.01	0.0
chr20-5994811	0.02	0.0
chr20-5994815	0.06	0.16666666666666666
chr20-5994829	0.08	0.0
chr20-5994848	0.07	0.0
chr20-5994850	0.01	0.2
chr20-6000397	0.17	0.4
chr20-6000399	0.06	0.4
chr20-6000405	0.52	0.6
chr20-6000406	0.42	0.6
chr20-6000485	0.2	0.6
chr20-6000519	0.07	0.6
chr20-6000555	0.11	0.3333333333333333
chr20-6000562	0.03	0.16666666666666666
chr20-6000568	0.2	0.0
chr20-6000572	0.2	0.16666666666666666
chr20-18487695	0.13	0.3333333333333333
chr20-18487707	0.07	0.1111111111111111
chr20-18487708	0.05	0.2222222222222222
chr20-18487734	0.05	0.1111111111111111
chr20-18487735	0.02	0.0
chr20-18487769	0.02	0.0
chr20-18487824	0.05	0.1111111111111111
chr20-18487828	0.1	0.0
chr20-18487829	0.08	0.0
chr20-18487830	0.07	0.0
chr20-18487867	0.07	0.5714285714285714
chr20-18488410	0.07	0.3333333333333333
chr20-18488443	0.08	0.0
chr20-18488445	0.02	0.0
chr20-18488533	0.04	0.0
chr20-18488538	0.11	0.5
chr20-18488539	0.06	0.6666666666666666
chr20-25446269	0.03	0.0
chr20-25446270	0.02	0.0
chr20-25447120	0.03	0.4
chr20-25447140	0.02	0.6
chr20-25447157	0.01	0.1
chr20-25447169	0.04	0.9
chr20-25447181	0.05	0.0
chr20-25447187	0.01	0.0
chr20-25447206	0.02	0.0
chr20-25447223	0.01	0.7
chr20-25447229	0.05	0.4
chr20-25447249	0.01	0.0
chr20-25447298	0.01	0.0
chr20-25447310	0.04	0.18181818181818182
chr20-25447313	0.02	0.0
chr20-25447672	0.03	0.1
chr20-25447684	0.02	0.045454545454545456
chr20-25447748	0.01	0.6923076923076923
chr20-25447867	0.11	0.0
chr20-25447875	0.02	0.2903225806451613
chr20-25447876	0.02	0.25806451612903225
chr20-25447898	0.01	0.1935483870967742
chr20-25447911	0.04	0.5
chr20-25447930	0.01	0.06451612903225806
chr20-25447951	0.12	0.03225806451612903
chr20-25447952	0.07	0.0
chr20-25447954	0.02	0.06451612903225806
chr20-25447965	0.06	0.1935483870967742
chr20-25447967	0.01	0.03333333333333333
chr20-25447969	0.01	0.0
chr20-25447971	0.01	0.0
chr20-25447978	0.02	0.0
chr20-25447980	0.01	0.0
chr20-25447988	0.03	0.0
chr20-25448033	0.03	0.03225806451612903
chr20-25448072	0.01	0.125
chr20-25448086	0.02	0.15625
chr20-25448088	0.2	0.09375
chr20-25448115	0.01	0.09090909090909091
chr20-25614860	0.03	0.0
chr20-32236417	0.02	0.5
chr20-32236437	0.01	0.10714285714285714
chr20-32238321	0.03	0.13636363636363635
chr20-32333512	0.08	0.0
chr20-34233200	0.17	0.0
chr20-34233253	0.11	0.0
chr20-34233280	0.09	0.0
chr20-34233286	0.43	1.0
chr20-34233342	0.16	0.0
chr20-34233348	1.0	0.75
chr20-34233350	0.2	0.0
chr20-34233352	0.48	0.5
chr20-36047069	0.01	0.4583333333333333
chr20-36047140	0.01	0.9583333333333334
chr20-36047272	0.01	0.6818181818181818
chr20-36592948	0.01	1.0
chr20-36652178	0.01	0.19047619047619047
chr20-36652210	0.02	0.3333333333333333
chr20-36652296	0.01	0.0
chr20-36752179	0.01	0.125
chr20-36890602	0.07	0.34615384615384615
chr20-36892574	0.15	0.0
chr20-36996607	0.03	0.11764705882352941
chr20-36996658	0.01	0.0
chr20-36996712	0.02	0.47058823529411764
chr20-36996714	0.04	0.6470588235294118
chr20-36998389	0.02	0.3
chr20-44498324	0.01	0.10526315789473684
chr20-45079094	0.03	0.6428571428571429
chr20-45079118	0.14	0.0
chr20-45079130	0.21	0.0
chr20-45079144	0.12	0.0
chr20-45079149	0.04	0.13333333333333333
chr20-45079161	0.01	0.0
chr20-45079173	0.02	0.07142857142857142
chr20-45079200	0.04	0.0
chr20-45079204	0.03	0.0
chr20-45884388	0.16	0.0
chr20-45884504	0.12	0.0
chr20-45884755	0.57	0.5714285714285714
chr20-45884756	0.25	0.7142857142857143
chr20-45884761	0.23	0.14285714285714285
chr20-45884824	0.46	0.8571428571428571
chr20-45884825	0.46	1.0
chr20-45884833	0.12	0.0
chr20-45884864	0.19	0.8571428571428571
chr20-45884891	0.29	0.875
chr20-45884892	0.52	1.0
chr20-45884897	0.06	0.0
chr20-45884933	0.11	0.0
chr20-45884956	0.47	0.625
chr20-49634700	0.02	0.8333333333333334
chr20-56388700	0.04	0.8571428571428571
chr20-56388729	0.01	0.8571428571428571
chr20-56388760	0.11	1.0
chr20-58678533	0.01	0.5405405405405406
chr20-58678560	0.01	0.05714285714285714
chr20-58678561	0.01	0.1111111111111111
chr20-58678572	0.02	0.4594594594594595
chr20-58678595	0.01	0.05405405405405406
chr20-62851947	0.07	1.0
chr20-62852010	0.02	0.0
chr21-31565332	0.27	1.0
chr21-31565383	0.08	0.2
chr21-31565412	0.34	0.8
chr21-31565552	0.17	0.6
chr21-31565654	0.22	0.8
chr21-31565670	0.09	0.8
chr21-31565700	0.13	0.0
chr21-31565701	0.17	0.3333333333333333
chr21-31565730	0.22	0.5
chr21-31565795	0.16	0.0
chr21-32001201	0.08	0.3333333333333333
chr21-32314263	0.02	0.17857142857142858
chr21-32314296	0.01	0.2222222222222222
chr21-32314323	0.01	0.4642857142857143
chr21-32314336	0.06	0.6428571428571429
chr21-32314460	0.03	0.7407407407407407
chr21-33264718	0.24	0.0
chr21-33264779	0.1	0.0
chr21-33264783	0.31	0.0
chr21-33264788	0.07	0.0
chr21-33264840	0.09	0.0
chr21-33264841	0.09	0.0
chr21-33264844	0.28	0.0
chr21-33264854	0.31	0.3333333333333333
chr21-33264903	0.16	0.0
chr21-33264911	0.16	0.0
chr21-33264916	0.95	0.6666666666666666
chr21-33264920	0.84	0.3333333333333333
chr21-33264940	0.05	0.5
chr21-33264941	0.08	0.6666666666666666
chr21-33355754	0.01	0.0
chr21-33355756	0.03	0.3
chr21-33355762	0.03	0.45
chr21-33355763	0.02	0.5
chr21-33355789	0.09	0.05
chr21-33355793	0.01	0.0
chr21-33355807	0.16	0.65
chr21-33355838	0.02	0.0
chr21-33355839	0.02	0.0
chr21-33355840	0.05	0.05
chr21-33355869	0.02	0.35
chr21-33355905	0.1	0.05
chr21-33355909	0.05	0.6
chr21-33355968	0.05	0.058823529411764705
chr21-33357624	0.07	0.0
chr21-33357625	0.23	0.4
chr21-33357628	0.35	0.2
chr21-33357648	0.05	0.0
chr21-33357653	0.45	0.8
chr21-33357704	0.03	0.0
chr21-33357710	0.08	0.2
chr21-33357713	0.11	1.0
chr21-33357771	0.05	0.4
chr21-33357788	0.02	0.0
chr21-33357790	0.25	0.0
chr21-33357802	0.14	0.8
chr21-33358771	0.08	0.0625
chr21-33498938	0.04	0.4
chr21-33498984	0.04	0.0
chr21-33498989	0.08	0.16
chr21-33499049	0.06	0.68
chr21-33499060	0.14	0.08
chr21-33499087	0.07	0.7916666666666666
chr21-33503265	0.02	0.01818181818181818
chr21-33503314	0.03	0.32142857142857145
chr21-33503331	0.04	0.5454545454545454
chr21-33503335	0.08	0.017857142857142856
chr21-33503460	0.01	0.017857142857142856
chr21-33503575	0.01	0.0
chr21-33503581	0.01	0.21818181818181817
chr21-33503605	0.03	0.7307692307692307
chr21-33503645	0.02	0.05555555555555555
chr21-33503661	0.01	0.037037037037037035
chr21-33503705	0.01	0.07547169811320754
chr21-33503787	0.01	0.4583333333333333
chr21-33503788	0.01	0.4375
chr21-33503804	0.02	0.0425531914893617
chr21-36418585	0.06	0.2
chr21-36418593	0.17	1.0
chr21-36418594	0.05	0.8
chr21-36418599	0.04	0.0
chr21-36418615	0.04	0.2
chr21-36418634	0.04	0.0
chr21-36418663	0.27	0.8
chr21-36418684	0.15	0.0
chr21-36418687	0.27	0.4
chr21-36418688	0.22	0.4
chr21-36418689	0.08	0.4
chr21-36418691	0.06	0.6
chr21-36418693	0.11	0.0
chr21-36418695	0.08	0.0
chr21-36418696	0.15	0.0
chr21-36418697	0.14	0.0
chr21-36418698	0.19	0.0
chr21-36418702	0.1	0.4
chr21-36418706	0.29	0.2
chr21-36418722	0.21	0.0
chr21-36418728	0.15	0.6
chr21-36418738	0.12	0.4
chr21-36418758	0.38	0.0
chr21-36418769	0.23	0.0
chr21-36418770	0.13	0.0
chr21-36418794	0.15	0.0
chr21-36418799	0.1	0.0
chr21-36418814	0.28	0.2
chr21-42909161	0.07	0.0
chr21-42909163	0.07	0.1
chr21-42909165	0.31	0.6
chr21-42909173	0.07	0.6
chr21-42909222	0.04	0.0
chr21-42909241	0.03	0.1
chr21-42909242	0.12	0.7
chr21-42909254	0.12	0.09090909090909091
chr21-42909259	0.05	0.09090909090909091
chr21-42909267	0.11	0.18181818181818182
chr21-42909268	0.2	0.2727272727272727
chr21-42909271	0.05	0.8181818181818182
chr21-42909281	0.06	0.2727272727272727
chr21-42909307	0.13	0.0
chr21-42909316	0.07	0.0
chr21-42909325	0.16	0.8181818181818182
chr21-42909339	0.05	0.09090909090909091
chr21-42909389	0.13	0.2727272727272727
chr21-42909403	0.06	0.0
chr21-42909404	0.04	0.18181818181818182
chr21-42909416	0.06	0.2727272727272727
chr21-44769473	0.01	0.7540983606557377
chr21-44769477	0.01	0.1
chr21-44769552	0.01	0.0
chr21-44769553	0.01	0.06779661016949153
chr21-44769561	0.01	0.05
chr21-44769615	0.01	0.1694915254237288
chr21-44770422	0.01	0.0
chr21-44939606	0.01	0.0
chr21-44939668	0.03	0.125
chr21-44939701	0.04	0.0
chr21-44939702	0.02	0.0
chr21-44939704	0.01	0.0
chr22-18089757	0.22	0.1111111111111111
chr22-18089771	0.02	1.0
chr22-18089782	0.03	0.1111111111111111
chr22-18089806	0.1	0.0
chr22-18089819	0.03	0.0
chr22-18089831	0.49	0.8888888888888888
chr22-18089841	0.05	0.1111111111111111
chr22-18089843	0.01	0.0
chr22-18089854	0.02	0.0
chr22-18089884	0.17	0.1111111111111111
chr22-18089887	0.07	0.8888888888888888
chr22-18089901	0.02	0.0
chr22-18089909	0.77	1.0
chr22-18089964	0.28	0.125
chr22-18089976	0.08	0.3333333333333333
chr22-18089978	0.02	0.0
chr22-19441631	0.01	0.27941176470588236
chr22-19441667	0.01	0.34782608695652173
chr22-19441673	0.01	0.5441176470588235
chr22-20067161	0.33	0.4
chr22-20067166	0.17	0.6
chr22-20067279	0.23	0.0
chr22-20067283	0.27	0.6
chr22-20067339	0.4	0.0
chr22-20067340	0.45	0.0
chr22-20067351	0.69	0.8
chr22-20067600	0.31	0.8571428571428571
chr22-20067627	0.3	0.14285714285714285
chr22-20067636	0.3	0.7142857142857143
chr22-20067641	0.27	0.14285714285714285
chr22-20067646	0.3	0.3333333333333333
chr22-20407295	0.01	0.56
chr22-20890502	0.02	0.125
chr22-20890570	0.02	0.0
chr22-20890638	0.07	0.6666666666666666
chr22-20890644	0.03	0.05555555555555555
chr22-20890746	0.02	0.0
chr22-20890888	0.02	0.05263157894736842
chr22-20890892	0.02	0.05263157894736842
chr22-20890921	0.03	0.0
chr22-20890954	0.09	1.0
chr22-20890960	0.04	0.05
chr22-20890964	0.02	0.05
chr22-24572508	0.05	0.3333333333333333
chr22-24572551	0.06	0.0
chr22-24572560	0.02	0.0
chr22-24572562	0.03	0.0
chr22-24572599	0.03	0.0
chr22-24572601	0.02	0.16666666666666666
chr22-24572602	0.02	0.0
chr22-24572609	0.05	0.0
chr22-24572610	0.11	0.0
chr22-24572611	0.13	0.0
chr22-24572614	0.1	0.6666666666666666
chr22-24572630	0.02	0.0
chr22-24572640	0.12	1.0
chr22-24572646	0.23	0.0
chr22-24572650	0.07	0.16666666666666666
chr22-24572663	0.01	0.0
chr22-24572667	0.1	0.16666666666666666
chr22-24572670	0.01	0.0
chr22-24572681	0.01	0.0
chr22-24572682	0.03	0.0
chr22-24573003	0.14	0.16666666666666666
chr22-24573004	0.01	0.16666666666666666
chr22-24573015	0.08	0.0
chr22-24573021	0.67	0.6666666666666666
chr22-24573038	0.02	0.0
chr22-24573040	0.01	0.0
chr22-24573043	0.01	0.0
chr22-24573044	0.01	0.0
chr22-24573045	0.06	0.0
chr22-24573052	0.1	0.0
chr22-24573053	0.24	0.0
chr22-24573057	0.4	0.0
chr22-24573058	0.09	0.0
chr22-24573065	0.03	0.0
chr22-24573083	0.03	0.7142857142857143
chr22-24573093	0.19	0.14285714285714285
chr22-24573119	0.09	0.14285714285714285
chr22-24573124	0.19	0.0
chr22-24573191	0.06	0.0
chr22-24573192	0.02	0.0
chr22-24573617	0.03	0.7
chr22-24573619	0.02	0.1
chr22-24573655	0.11	0.0
chr22-24573660	0.12	0.1
chr22-24573661	0.34	0.2
chr22-24573703	0.02	0.2
chr22-24573707	0.01	0.0
chr22-24573720	0.02	0.0
chr22-24573722	0.01	0.1
chr22-24573723	0.05	0.0
chr22-24573724	0.01	0.0
chr22-24573725	0.05	0.0
chr22-24573733	0.01	0.0
chr22-24573734	0.01	0.0
chr22-24573787	0.13	0.0
chr22-24573796	0.02	0.2
chr22-24573798	0.04	0.1
chr22-24573801	0.02	0.1
chr22-24573806	0.01	0.2222222222222222
chr22-24573811	0.02	0.0
chr22-24573814	0.39	0.0
chr22-24573815	0.01	0.0
chr22-24573832	0.21	0.0
chr22-24573833	0.18	0.09090909090909091
chr22-24573838	0.06	0.0
chr22-24574574	0.17	0.5294117647058824
chr22-24574608	0.11	0.11764705882352941
chr22-24574615	0.09	0.17647058823529413
chr22-24574646	0.04	0.0
chr22-24574659	0.02	0.11764705882352941
chr22-24574668	0.02	0.058823529411764705
chr22-24574671	0.29	0.8235294117647058
chr22-24574677	0.02	0.0
chr22-24574679	0.02	0.17647058823529413
chr22-24574681	0.07	0.0
chr22-24574689	0.01	0.0
chr22-24574694	0.04	0.058823529411764705
chr22-24574697	0.16	0.375
chr22-24574703	0.14	0.2
chr22-24574707	0.23	0.058823529411764705
chr22-24574708	0.05	0.058823529411764705
chr22-24574725	0.05	0.058823529411764705
chr22-24574751	0.03	0.0
chr22-24574777	0.05	0.5263157894736842
chr22-24574781	0.01	0.05263157894736842
chr22-24574817	0.01	0.0
chr22-28757231	0.01	0.5135135135135135
chr22-28757283	0.01	0.1891891891891892
chr22-28757303	0.02	0.5789473684210527
chr22-28757381	0.02	0.23076923076923078
chr22-28757404	0.03	0.10256410256410256
chr22-29143029	0.03	0.5555555555555556
